dog	犬
die	옥사
sabotage	사보타주
they	-대
-라	-래
salesperson	외판원
저	-에요
retrospective	-더-
vocative case	-더
in order to	-으러
so that	-도록
butcher	백장
butcher	백정
내	-으리
eyeball	눈망울
endlessly	무수히
particle	-ㅂ
wastefully	아방궁
condemn	맹비난하다
carnival	사육제
only if	-어야
shuttle	셔틀
degree	만큼
as well	-도
even though	-어도
each	-마다
agriculturist	농학자
productive	-구-
I see	-군
causative	-기-
boat	보트
reported speech	-데
방	든
door	덧문
shutter	빈지문
Esau	에서
on foot	도보
-겠-	-어야겠-
love	열애하다
ardent	열애
auspicious	긴업
-ed	-었-
as for	-이야
-ed	-었었-
water	수통
lockdown	락다운
productive	-우-
tulou	토루
horn	사모뿔
word order	어순
vowel	-우
언니	-으우
viewing	열람
trend	동향
public holiday	公休
public holiday	公休日
public holiday	공휴
public holiday	공휴일
pager	무선호출기
pager	호출기
오늘	-소
vowel	-오
allomorph	-오-
deferential	-으옵-
allomorph	-으오-
hostage	인질극
날	-으이
-th	-째
아부지	-으이-
先生	-질
secretly	엿-
-에	-엔
-chan	-짱
Genitive	-의
only	-만
and	-이랑
clearly	명백히
vowel	-랑
count	혜다
well	좋이
permit	허하다
withdraw	후퇴하다
extract	추출하다
since	-은 지
retreat	퇴각
retreat	퇴각하다
vowel	-로
than	-보다
particle	-ㅇ
application	어플리케이션
application	어플
customarily	-고는 하다
-다	-다 하면
iron ore	철광석
iron ore	鐵鑛石
야	-으니께
consider	-어하다
-었-	-었으면 하다
-으로	-으로 하여
-쯤	-쯤 해서
것	할 것 없다
at	-에
villain	惡漢
villain	악역
pagan	異端者
pagan	이단자
cult	사교
heresy	邪宗
heresy	사종
special	특수하다
testimony	간증
causative	-히-
only	-뿐
-다	-다 뿐이지
lonely	고독사
even	-이라도
like	-같이
and	-과
allomorph	-와
sense	일리
desertion	탈영
sticky	찰-
noun	얼-
emirate	토후국
emirate	수장국
desert	탈영하다
convinced	확신하다
bush	덤불
pay	현질
pay	현질러
pay	현질하다
사공	사공이 많으면 배가 산으로 간다
bid farewell	하직하다
convalesce	조리하다
at ease	편히
quickly	속히
pole	작대기
그	밲
sweet potato	지과
mop	마포
dragonfly	쨍아
last night	간밤
seamail	배편
behave	처신하다
behave	예절바르다
gentle	얌전하다
behaviour	몸가짐
day and night	밤낮없이
back and forth	왔다리 갔다리
go	와리가리
this and that	이런저런
Lazarus	나사로
perverse	패습
ad hoc	가철
sanity	제정신
evil	邪世
title	경칭
far	八表
strangely	괴이히
cough	해수
wooden	목침
husband	지아비
muzzle	주둥이
they	걔네
mountainous	東峽
skin	피하
even if	설령
diversification	다원화
diversification	다양화
biologist	생물학자
geologist	지질학자
local	지방자치
local	地方自治
autonomy	자치제
municipality	자치체
crowd	군집
lucid dream	자각몽
lucid dream	自覺夢
왜	왤케
loneliness	외로움
horn	클락션
horn	경적
benefit	이민위천
benefit	以民爲天
anamnesis	기왕증
fifty	五萬
embankment	밭둑
Sphinx	스핑크스
earring	이어링
祛痰劑	거담제
expectorant	祛痰劑
prodigal	탕자
manner	말투
rattle	덜컹이다
formalwear	예복
lower	하급
higher	상급
strict	엄금
hide	기이다
farewell	고별
tillage	경작
teacup	다완
sundry	잡화
pastoralism	목축
growth	생장
stupor	혼미
deadly	흉기
geomorphology	지형학
topography	지형
geomorphology	地形學
repeated	칠전팔기
logogram	표어문자
waste	폐품
sent	강원도 포수
mouse	송쿠
kowtow	고두하다
scarf	머플러
Literary Chinese	잇기
vaccination	예방접종
umbilical cord	삼줄
mung bean	녹두
grateful	아심탢다
thankful	아심턔닣다
habit	에굳다
mixed-race	짜구배
two	잍
two	이태
Chinese	즁국사람
not	야댜하다
shovelful	흙밥
quickly	톰빨리
ridiculous	턱무없다
converse	대화하다
cruel	잔인
stroll	노닐다
stroll	거닐다
bird	나닐다
back	배후
content	콘텐츠
female	피뎨
stepmother	훗에미
oligarchy	과두제
spoke	바퀴살
really	참말로
critical	위급존망지추
deputy	부총리
prime minister	국무총리
journalism	저널리즘
cover	엄호
cover	겉장
foul	고랑내
yes	기어
국가	로동계급화하다
working class	노동계급화하다
sing	소리하다
한족	한족법
custom	漢族法
earthen	핏집
rich	가멸다
woodgrain	나뭇결
tree	나뭇잎
bow	굽신거리다
training	트레이닝
-을	사령
father	아바이
shabby	을씨년스럽다
shell	셸
Ottoman	오스만
certainly	벅벅이
even	하낱도
even	하나또
tiptoe	까치발
tiptoe	꼿발
barefoot	맨발
very	허벌나다
apiary	양봉장
beehive	벌통
arm	폴이
background	바탕색
background	백그라운드
retranslation	重譯
lesson	교훈
neonate	신생아
newborn	갓난아이
newborn	갓난애
newborn	갓난아기
foreground	전경
affirmation	긍정
revisionism	수정주의
passport	패스포트
four	너이
peculiarness	기묘
peculiar	기묘하다
tie up	쩜매다
stick insect	대벌레
adzuki beans	팥밥
ogok-bap	오곡밥
monarch	外王內帝
cold	冷然
truth or dare	진실게임
reed bed	갈밭
clinical	병력
Chinese characters	眞書
crossbow	석궁
person	본인
porter	짐꾼
forklift	지게
Aralia elata	두릅나무
butterbur	머위
quickly	싸게
Job's tears	율무
intellectual	연조비가사
intellectual	燕趙悲歌士
sexual	삽신
sexual	揷身
sexual	揷腎
verdict	평결
judgment	판정
special	특별시
knee	고뱅이
okay	그랴
sentence	선고하다
announcement	선고
European peacock	공작나비
beech	너도밤나무
guide	향도
tea ceremony	다도
hornbeam	서어나무
birch	자작나무
Corylus avellana	유럽개암나무
dormouse	겨울잠쥐
convict	기결수
prisoner	재소자
prisoner	수감자
hazelnut	개암
acorn	도토리묵
reference	참조
receiver	受信機
receiver	수신기
sender	발송자
addressee	수신인
addressee	수취인
addressee	受信人
even	-마저
all	마저
맛	죽을 맛
delicate	纖纖玉手
delicate	섬섬옥수
bylaw	內則
bylaw	내칙
anger	도분
tom	수코양이
amaranth	비름
goosefoot	명아주
wormwood	향쑥
fried rice	볶음밥
plaintiff	고소인
what	어드럭하다
snake	비암
student	학상
side dish	찔게
bathroom	정낭
bathroom	경낭
dock	피고석
Chinese character	대표훈
representative	代表訓
난리	샇다
hug	아듬다
unauthorized	불펌
boil down	조리다
woodrush	꿩의밥
common woodrush	산꿩의밥
baby's breath	안개꽃
loosestrife	부처꽃
purple loosestrife	털부처꽃
pomegranate	석류나무
sedge	사초
duty	구실
supermarket	슈퍼마케트
ballot	투표용지
Vietnam	벳남
arrowhead	벗풀
nap	보풀
duckweed	개구리밥
weeping willow	수양버들
sallow	호랑버들
sponsor	스폰서
rainbow trout	무지개송어
Atlantic salmon	대서양연어
필름	필름이 끊기다
술	술이 떡이 되다
drake	수오리
nightjar	쏙독새
barracuda	꼬치고기
largehead hairtail	갈치
Portuguese man-of-war	고깔해파리
hardy kiwi	다래나무
persimmon	감나무
spiceberry	백량금
amberjack	魴魚
yellowtail amberjack	부시리
koi	비단잉어
김심	김심
Yanbian	어디메
wood sandpiper	알락도요
common snipe	꺅도요
common dolphin	참돌고래
나	야덟
tear off	떼어내다
fingertip	손끝
plate	사라
wake	인나다
그	무신
sheriff	보안관
boar	수퇘지
Engraulis encrasicolus	안초비
field mouse	들쥐
shepherding	양치기
musk ox	사향소
find	요산요수
find	樂山樂水
close	근친
incest	근친상간
fornication	상간
adultery	사통
milkwort	원지
dromedary	단봉낙타
Bactrian camel	쌍봉낙타
St John's wort	고추나물
wild pansy	삼색제비꽃
violet	제비꽃
tanager	풍금조
raccoon	아메리카너구리
somersault	공중제비
edible bird's nest	연와
bird's nest soup	연와탕
mechanical	알람
rags	넝마
piece	신변잡기
piece	身邊雜記
병	개렵다
ginkgo	은행나무
Dungeness crab	던지니스게
hermit crab	소라게
Chinese mitten crab	참게
blue swimmer crab	청색꽃게
barberry	매자나무
barberry	매자
horseshoe crab	투구게
editor	편집인
editor-in-chief	편집장
snow crab	대게
coconut crab	야자집게
Chinese goldthread	황련
columbine	매발톱꽃
seabream	도미
pink snapper	금색돔
booby	얼가니새
Wikipedia	위키피디아
호랑이	호랑이는 죽어서 가죽을 남기고 사람은 죽어서 이름을 남긴다
editor	편집기
statement	성명서
statement	聲明書
press release	보도자료
bulletin	공보
final	생이별
kkachi durumagi	까치 두루마기
Coloeus monedula	서양갈까마귀
black	검은
red	붉은
wood duck	아메리카원앙
Sula nebouxii	푸른발얼가니새
blue jay	파랑어치
kingfisher	물총새
Goura victoria	왕관비둘기
turtle dove	멧비둘기
Asian brown flycatcher	쇠솔딱새
tit	박새
black woodpecker	까막딱따구리
budgerigar	사랑앵무
macaw	금강앵무
lakeside	호반
crested lark	뿔종다리
glaucous gull	흰갈매기
Larus vegae	재갈매기
Gallinago solitaria	청도요
Eurasian woodcock	멧도요
pheasant-tailed jacana	물꿩
crab plover	게물떼새
northern lapwing	댕기물떼새
oriental pratincole	제비물떼새
shrike	때까치
faction	프락치
plover	물떼새
kombu	다시마
sardine	정어리
Atlantic herring	대서양청어
herring	청어
black	까막
blind man's buff	까막잡기
woodpecker	딱따구리
great grey shrike	큰재개구마리
Eurasian wren	굴뚝새
Eurasian blackbird	검은지빠귀
Eurasian blackbird	대륙검은지빠귀
thrush	지빠귀
red-throated thrush	붉은목지빠귀
reed warbler	개개비
barn owl	가면올빼미
common crane	검은목두루미
Eurasian wryneck	개미잡이
beech marten	바위담비
Martes martes	유럽소나무담비
honeyeater	꿀빨기새
spinebill	가시부리새
totalitarianism	全體主義
little grebe	되강오리
attention	주시
red-tailed shrike	되개고마리
black-headed gull	붉은부리갈매기
genealogy	보학
north	이북
Aquila fasciata	흰배줄독수리
Manchurian wild rice	줄풀
northern wild rice	노던줄
rice cutgrass	겨풀
ear	이삭
bentgrass	겨이삭
bud	움트다
whistling kite	휘파람솔개
Brahminy kite	흰머리솔개
red kite	붉은솔개
Japanese bush warbler	섬휘파람새
disagreement	호불호
songbird	명금
Solanum nigrum	까마중
sponsorship	협찬
Solanum nigrum	개땡깔
cooperation	협조
미	미성년
half-	실눈
adhesive	본드
glutinous rice	찰벼
awn	까끄라기
book	서평
inverted question mark	표믕롬
호랑이	호랑이 잡아먹는 담비
carer	간병인
bath	목간
Sichuan pepper	산초
variable	가변
vine	덩굴
tanner's sumac	붉나무
tanner's sumac	무두붉나무
cashew	캐슈나무
sugar maple	설탕단풍나무
cherry tree	벚나무
stone pine	우산소나무
peach tree	복사나무
satsuma	온주밀감
mandarin orange	밀감
Manchurian apricot	개살구나무
zedoary	봉술
flow	유동
petroleum	왜기름
forklift	지게차
bond	결속
end	종결
lousy	허접스럽다
snapping turtle	늑대거북
hiking	등산로
documentary	기록영화
out of the blue	난데없이
without a trace	간데없이
diplomatic	통미봉남
diplomatic	通美封南
Judas tree	유럽박태기나무
redbud	박태기나무
eastern redbud	캐나다박태기나무
protectionism	보호주의
protectionism	보호무역
protectionism	保護貿易
Islamism	이슬람주의
pinch	째비다
fundamentalism	根本主義
fundamentalism	근본주의
fundamentalism	원리주의
stand	즐비하다
stand	즐비
honey	釀蜜
fuck	떡치다
yuzu	유자
yuzu	유자나무
Ichang papeda	의창지
trifoliate orange	탱자나무
yuzu	유자차
Chinese boxthorn	구기자나무
wolfberry	구기차
Eurasian collared dove	염주비둘기
annual	보릿고개
annual	맥령
xenophobia	외국인혐오증
TV series	련속극
hysteria	히스테리
menu	식단
contest	콩쿠르
contest	콘테스트
tournament	토너먼트
contest	경기대회
pipeline	파이프라인
conveyor	컨베이어
duct	관로
duct	管路
plumbing	배관
cogwheel	톱니바퀴
bearing	베어링
bearing	방위
conduct	거동
hearing aid	보청기
seize	잡아가다
Master	마님
hardship	간난
bumblebee	뒤영벌
paper wasp	쌍살벌
paper wasp	왕바다리
wasp	땅벌
Japanese giant hornet	장수말벌
agarwood	침향
Daphne genkwa	팥꽃나무
fig	무화과나무
sycomore fig	돌무화과나무
breadfruit	빵나무
mulberry	뽕나무
house centipede	딱정그리마
cockscomb	맨드라미
pancreas	췌장
bumper	범퍼
subcontract	하청
dumbfounded	우두망찰
beautifully	교교하다
pure	皎皎
lieutenant colonel	중령
troubadour	음유시인
cemetery	묘원
executive	간부회
라면	라면 먹고 갈래
meat	육고기
fjord	峽灣
fjord	피오르드
fjord	피오르
fjord	협만
axil	잎겨드랑이
petiole	잎꼭지
knob	꼭지
plasterboard	석고판
catnap	선잠
sea ruffe	쏨뱅이
lionfish	쏠배감펭
greenling	노래미
lingcod	범노래미
sablefish	은대구
skilfish	큰은대구
column	종렬
stand	나래비
primate	영장류
fairy tale	메르헨
hut	오두막집
bodyweight	몸무게
physique	체격
tuning	조율
dalgona	달고나
moon	해월
jellyfish	수모
dalgona coffee	달고나 커피
beluga	큰철갑상어
European river lamprey	유럽칠성말배꼽
café	카공족
private life	사생활
causative	사동사
passive	피동사
tan	그을리다
spokesperson	대변자
hospitality	환대
raise	들어올리다
pitiable	처절
counsel	변호인
ObamaCare	오바마케어
Medicare	메디케어
erotica	성애물
오	오와 열
chain smoker	골초
timid	새가슴
wonderful	굉장하다
gibberish	야부리
근거	근자감
Wonju	原州
at a loss	속수무책
instep	발등
heel	뒤꿈치
makeup	메이크업
echidna	가시두더지
-으리-	-을로다
catch	천렵
catch	川獵
meow	야옹
guest	하객
guest	내빈
suddenly	후루룩
young	두릅
archive	보관소
archive	保管所
archive	아카이브
correspondent	통신원
journalist	언론인
reporter	보고자
sex scene	베드신
wombat	웜뱃
pen pal	펜팔
radical feminism	급진적 여성주의
die	가로지다
horse-drawn	포장마차
gun carriage	포차
weapon	포가
wife	안사람
missing	실종되다
debauchery	계집질
maid	계집종
manservant	사내종
debauchery	음탕
gambling	잡기
wine	주색잡기
wonk	공부벌레
lush	길차다
OK	ㅇㅋ
